molecule_chembl_id,canonical_smiles
CHEMBL2011702,O=C(O)c1ccc(CN2C(=O)/C(=C/c3ccc4ccccc4c3)S/C2=N\c2ccc(C(F)(F)F)cc2)cc1
CHEMBL2011703,COc1ccc(/N=C2\S/C(=C\c3cccc(Oc4ccccc4)c3)C(=O)N2Cc2ccc(C(=O)O)cc2)cc1
CHEMBL2011704,COc1ccc(/N=C2\S/C(=C\c3ccc(Oc4ccccc4)cc3)C(=O)N2Cc2ccc(C(=O)O)cc2)cc1
CHEMBL2011705,COc1ccc(/N=C2\S/C(=C\c3cccc(OCc4ccccc4)c3)C(=O)N2Cc2ccc(C(=O)O)cc2)cc1
CHEMBL2011706,COc1ccc(/N=C2\S/C(=C\c3ccc(OCc4ccccc4)cc3)C(=O)N2Cc2ccc(C(=O)O)cc2)cc1
CHEMBL2011707,COc1ccc(/N=C2\S/C(=C\c3ccc4ccccc4c3)C(=O)N2Cc2ccc(C(=O)O)cc2)cc1
CHEMBL2016657,COc1c(Br)c(Br)c(C(=O)c2c(Br)c(Br)c(OC)c(OC)c2Br)c(Br)c1OC
CHEMBL2016662,O=C(c1cc(O)c(O)c(Br)c1Br)c1c(Br)c(O)c(O)c(Br)c1Br
CHEMBL2035961,CCOC(=O)C(=O)Nc1nc2ccc(Cl)cc2s1
CHEMBL2035962,CCOC(=O)C(=O)Nc1nc2ccc(F)cc2s1
CHEMBL2062593,CCCCCCCCCCCCCCCC(NCc1cccc(F)c1)=C1C(=O)OC(CO)C1=O
CHEMBL2062707,CCCCCCCCCCCCCCCC(NCc1ccc(O)cc1)=C1C(=O)OC(CO)C1=O
CHEMBL2063149,CC(C)[C@@H]1C[C@@H](O)[C@H]2[C@@]1(CO)CC[C@@]1(C)[C@H]3C(=CC[C@]21C)C1=C(C[C@@H]3O)C(C)(C)[C@@H](O)CC1
CHEMBL2063150,CC(C)[C@@H]1[C@H](O)[C@@H](O)[C@H]2[C@@]1(CO)CC[C@@]1(C)[C@H]3C(=CC[C@]21C)C1=C(C[C@@H]3O)C(C)(C)[C@@H](O)CC1
CHEMBL2063151,CC(C)[C@@H]1CC(=O)[C@H]2[C@@]1(CO)CC[C@@]1(C)[C@H]3C(=CC[C@]21C)C1=C(C[C@@H]3O)C(C)(C)[C@@H](O)CC1
CHEMBL2063152,CC(C)[C@@H]1C[C@@H](O)[C@H]2[C@@]1(CO)CC[C@@]1(C)[C@H]3C(=CC[C@]21C)C1=C(C[C@@H]3O)[C@](C)(CO)[C@@H](O)CC1
CHEMBL2063153,CC(C)[C@@H]1C[C@@H](O)[C@H]2[C@@]1(CO)CC[C@@]1(C)[C@H]3C(=CC[C@]21C)C1=CC[C@H](O)C(C)(C)[C@H]1C[C@@H]3O
CHEMBL2087689,CCOS(=O)(=O)/C=C/c1ccc(OCCCCNc2nc(-c3ccc(-c4ccccc4)cc3)cs2)cc1
CHEMBL2087691,CCOS(=O)(=O)/C=C/c1ccc(OCCCCNc2nc(-c3ccccn3)cs2)cc1
CHEMBL2087692,CCOS(=O)(=O)/C=C/c1ccc(OCCCCNc2nc(-c3cccc4ccccc34)cs2)cc1
CHEMBL2087693,CCOS(=O)(=O)/C=C/c1ccc(OCCCCNc2nc(-c3cccc(OC)c3)cs2)cc1
CHEMBL2087695,CCOS(=O)(=O)/C=C/c1ccc(OCCCCNc2nc(-c3ccc(Br)cc3)cs2)cc1
CHEMBL2087696,CCOS(=O)(=O)/C=C/c1ccc(OCCCCNc2nc(-c3ccccc3Cl)cs2)cc1
CHEMBL2087697,CCOS(=O)(=O)/C=C/c1ccc(OCCCCNc2nc(-c3ccccc3F)cs2)cc1
CHEMBL2087698,CCOS(=O)(=O)/C=C/c1ccc(OCCCCNc2nc(-c3ccc(F)cc3)cs2)cc1
CHEMBL2086414,C=C1CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2[C@H]1C
CHEMBL2088611,C=C1CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2[C@H]1C
CHEMBL2088612,C=C1CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2[C@H]1C
CHEMBL1478,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
CHEMBL463665,CC1(C)C=C2[C@H]3CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC1
CHEMBL472646,CC1(C)C=C2[C@H]3CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC1
CHEMBL2087380,COS(=O)(=O)/C=C/c1ccc(OCc2ccccc2)cc1OCCc1nc(-c2ccccc2)oc1C
CHEMBL2087674,CCOS(=O)(=O)/C=C/c1ccc(OCc2ccccc2)cc1OCCc1csc(-c2ccccc2)n1
CHEMBL2087676,CCOS(=O)(=O)/C=C/Cc1cc2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2o1
CHEMBL2087678,CCOc1ccc(-c2cc(COc3ccc(/C=C/S(=O)(=O)OCC)cc3)no2)cc1
CHEMBL2087680,CCOS(=O)(=O)/C=C/c1ccc(OCCCNc2nc(-c3ccccc3)cs2)cc1
CHEMBL2087681,CCOS(=O)(=O)/C=C/c1ccc(OCCCCNc2nc(-c3ccccc3)cs2)cc1
CHEMBL2087682,CCOS(=O)(=O)/C=C/c1ccc(OCCCCNc2nc(-c3ccccc3)c(C)s2)c(OC)c1
CHEMBL2087683,CCOS(=O)(=O)/C=C/c1ccc(OCCCCNc2nc(-c3ccccc3)c(-c3ccccc3)s2)c(OC)c1
CHEMBL2087684,CCOS(=O)(=O)/C=C/c1ccc(OC)c(OCCCCNc2nc(-c3ccccc3)cs2)c1
CHEMBL2087685,CCOS(=O)(=O)/C=C/c1ccc(OC)c(OCCCCNc2nc(-c3ccccc3)c(-c3ccccc3)s2)c1
CHEMBL2087686,CCOS(=O)(=O)/C=C/c1ccc(OC)c(OCCCCNc2nc(-c3ccccc3)c(C)s2)c1
CHEMBL2087687,CCOS(=O)(=O)/C=C/c1ccc(OCCCCNc2nc(-c3ccccc3)c(C)s2)cc1
CHEMBL2087688,CCOS(=O)(=O)/C=C/c1ccc(OCCCCNc2nc(-c3ccccc3)c(-c3ccccc3)s2)cc1
CHEMBL2087690,CCOS(=O)(=O)/C=C/c1ccc(OCCCCNc2nc(-c3cccs3)cs2)cc1
CHEMBL2087694,CCOS(=O)(=O)/C=C/c1ccc(OCCCCNc2nc(-c3ccc(OC)cc3)cs2)cc1
CHEMBL2087699,CNC(=O)C1Cc2ccc(NS(=O)(=O)O)cc2CN1C(=O)CCc1cccc(NS(=O)(=O)O)c1
CHEMBL2087700,O=S(=O)(O)C(F)(F)c1ccc(-c2cccc(F)c2)cc1
CHEMBL2158214,O=C(O)c1ccc(COc2ccc(/C=C3\S/C(=N\c4ccccc4)N(Cc4ccc(C(=O)O)cc4)C3=O)cc2)cc1
CHEMBL2159045,CC(C)=CCc1cc(-c2coc3c(CC=C(C)C)c(O)ccc3c2=O)ccc1O
CHEMBL2159046,COc1cc2c(cc1[C@H]1COc3cc(O)cc(O)c3C1=O)C=CC(C)(C)O2
CHEMBL2159047,COc1ccc([C@H]2COc3cc(O)cc(O)c3C2=O)cc1CC=C(C)C
CHEMBL2159048,CC(C)=CCc1cc2c(=O)c(-c3ccc(O)cc3O)coc2c(CC=C(C)C)c1O
CHEMBL2159049,CC(C)=CCc1c2c(c(O)c3c(=O)c(-c4ccc(O)cc4)coc13)CC(C(C)(C)O)O2
CHEMBL2205883,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)C(=O)CC[C@]4(C)[C@H]3CC[C@]12C
CHEMBL2205884,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)c5[nH]nc(C(=O)O)c5C[C@]4(C)[C@H]3CC[C@]12C
CHEMBL2205885,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)c5nc(N)sc5C[C@]4(C)[C@H]3CC[C@]12C
CHEMBL2205886,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)c5nc(N)sc5C[C@]4(C)[C@H]3CC[C@]12C
CHEMBL2205887,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)c5nnsc5C[C@]4(C)[C@H]3CC[C@]12C
CHEMBL2205888,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)c5nccnc5C[C@]4(C)[C@H]3CC[C@]12C
CHEMBL2205889,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)c5nccnc5C[C@]4(C)[C@H]3CC[C@]12C
CHEMBL2205890,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)c5nc(N)ncc5C[C@]4(C)[C@H]3CC[C@]12C
CHEMBL2205892,Cc1ncc2c(n1)C(C)(C)C1=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCC(=O)O)[C@@]4(C)CC[C@@H]3[C@@]1(C)C2
CHEMBL2205893,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)c5ncncc5C[C@]4(C)[C@H]3CC[C@]12C
CHEMBL2205894,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)c5oncc5C[C@]4(C)[C@H]3CC[C@]12C
CHEMBL2205895,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)c5c(cnn5-c5ccccc5)C[C@]4(C)[C@H]3CC[C@]12C
CHEMBL2205896,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)c5[nH]ncc5C[C@]4(C)[C@H]3CC[C@]12C
CHEMBL2205897,CCOC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)c5[nH]ncc5C[C@]4(C)[C@H]3CC[C@]12C
CHEMBL2205898,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)C(=O)CC[C@]4(C)[C@H]3CC[C@]12C
CHEMBL2203315,CNc1nc(N)nc2nc(-c3ccccc3C(F)(F)F)c(C)cc12
CHEMBL2206070,CCCc1cc2c(NC)nc(N)nc2nc1-c1ccccc1C(F)(F)F
CHEMBL2206071,CNc1nc(N)nc2nc(-c3ccccc3C(F)(F)F)c(C(=O)O)cc12
CHEMBL2206072,CNc1nc(N)nc2nc(-c3ccccc3C(F)(F)F)c(S(C)(=O)=O)cc12
CHEMBL2206340,CCCCNCCCOc1cccc(O)c1C(=O)CC
CHEMBL2206341,CCC(=O)c1c(O)cccc1OCCCNc1ccc(C)cc1
CHEMBL2206342,CCC(=O)c1c(O)cccc1OCCCNc1ccc(OC)cc1
CHEMBL2206347,CCOC(=O)C(CCCOc1cccc(OCCN(C)C)c1C(=O)CC)C(=O)OCC
CHEMBL2206831,CCOC(=O)C(CCCOc1cccc(OCCN2CCCC2)c1C(=O)CC)C(=O)OCC
CHEMBL2205512,CNc1nc(N)nc2nc(-c3ccccc3OC)ccc12
CHEMBL2205513,CNc1nc(N)nc2nc(-c3ccccc3[N+](=O)[O-])ccc12
CHEMBL2205514,CNc1nc(N)nc2nc(-c3ccccc3C(=O)O)ccc12
CHEMBL2205515,CNc1nc(N)nc2nc(-c3ccccc3Br)ccc12
CHEMBL2205516,CNc1nc(N)nc2nc(-c3ccccc3Cl)ccc12
CHEMBL2205517,CNc1nc(N)nc2nc(-c3cccc(Cl)c3Cl)ccc12
CHEMBL2205518,CNc1nc(N)nc2nc(-c3ccc(Cl)cc3Cl)ccc12
CHEMBL2205519,CNc1nc(N)nc2nc(-c3cc(Cl)ccc3Cl)ccc12
CHEMBL2205520,CNc1nc(N)nc2nc(-c3c(Cl)cccc3Cl)ccc12
CHEMBL2205521,CNc1nc(N)nc2nc(-c3c(F)cccc3C(F)(F)F)ccc12
CHEMBL2205522,CNc1nc(N)nc2nc(-c3c(OC)cccc3C(F)(F)F)ccc12
CHEMBL2206063,CNc1nc(N)nc2nc(-c3c(SC)cccc3C(F)(F)F)ccc12
CHEMBL2206064,CNc1nc(N)nc2nc(-c3c(Oc4ccccc4)cccc3C(F)(F)F)ccc12
CHEMBL2206065,CNc1nc(N)nc2nc(-c3c(N4CCOCC4)cccc3C(F)(F)F)ccc12
CHEMBL2206066,CNc1nc(N)nc2nc(-c3c(N4CCCCC4)cccc3C(F)(F)F)ccc12
CHEMBL2206067,CNc1nc(N)nc2nc(-c3c(N4CCCC4)cccc3C(F)(F)F)ccc12
CHEMBL2206068,CNc1nc(N)nc2nc(-c3c(Cl)cccc3N3CCCC3)ccc12
CHEMBL2206069,CNc1nc(N)nc2nc(-c3c(F)cccc3N3CCCC3)ccc12
CHEMBL2206073,CNc1nc(N)nc2nc(-c3ccccc3C(F)(F)F)ccc12
CHEMBL2206074,CCNc1nc(N)nc2nc(-c3ccccc3C(F)(F)F)ccc12
CHEMBL2206075,CCCNc1nc(N)nc2nc(-c3ccccc3C(F)(F)F)ccc12
CHEMBL2206076,Nc1nc(NCCO)c2ccc(-c3ccccc3C(F)(F)F)nc2n1
CHEMBL2206077,CNc1nc(N)nc2nc(-c3ccccc3C)ccc12
CHEMBL2206732,O=C1N=C(NCCCCCCCNC2=NC(=O)/C(=C/c3cc(Br)c(O)c(Br)c3)S2)S/C1=C\c1cc(Br)c(O)c(Br)c1
CHEMBL2206734,O=C1N=C(NCCCCCCCNC2=NC(=O)/C(=C/c3ccc(O)c(O)c3)S2)S/C1=C\c1ccc(O)c(O)c1
CHEMBL2206735,O=C1N=C(NCCCCCCCNC2=NC(=O)/C(=C/c3ccccc3)S2)S/C1=C\c1ccccc1
CHEMBL2206736,O=C(O)/C=C/c1ccc(/C=C2\SC(NCCCCCCCNC3=NC(=O)/C(=C/c4ccc(/C=C/C(=O)O)cc4)S3)=NC2=O)cc1
CHEMBL2206751,O=C1N=C(NCCCCNC2=NC(=O)/C(=C/c3ccc(O)cc3)S2)S/C1=C\c1ccc(O)cc1
CHEMBL2206752,O=C1N=C(NCCCCCNC2=NC(=O)/C(=C/c3ccc(O)cc3)S2)S/C1=C\c1ccc(O)cc1
CHEMBL2206753,O=C1N=C(NCCCCCCNC2=NC(=O)/C(=C/c3ccc(O)cc3)S2)S/C1=C\c1ccc(O)cc1
CHEMBL2206754,O=C1N=C(NCCCCCCCNC2=NC(=O)/C(=C/c3ccc(O)cc3)S2)S/C1=C\c1ccc(O)cc1
CHEMBL2206755,O=C1N=C(NCCCCCCCCNC2=NC(=O)/C(=C/c3ccc(O)cc3)S2)S/C1=C\c1ccc(O)cc1
CHEMBL2206756,O=C1N=C(NCCCCCCCCCNC2=NC(=O)/C(=C/c3ccc(O)cc3)S2)S/C1=C\c1ccc(O)cc1
CHEMBL2207335,O=C1N=C(NCC2CCCC(CNC3=NC(=O)/C(=C/c4ccc(O)cc4)S3)C2)S/C1=C\c1ccc(O)cc1
CHEMBL2207336,O=C1N=C(NCc2cccc(CNC3=NC(=O)/C(=C/c4ccc(O)cc4)S3)c2)S/C1=C\c1ccc(O)cc1
CHEMBL2207337,O=C1N=C(NCCN2CCN(CCNC3=NC(=O)/C(=C/c4ccc(O)cc4)S3)CC2)S/C1=C\c1ccc(O)cc1
CHEMBL2207339,C=CC(C)(O)C/C=C/[C@@]1(C)CC[C@@H](C(C)(O)CC(=O)C=C(C)C)O1
CHEMBL2208248,O=C1Nc2ccccc2/C1=C\c1ccc(CN2C(=O)C(=O)c3ccccc32)o1
CHEMBL2208249,O=C1Nc2ccc(Br)cc2/C1=C\c1ccc(CN2C(=O)C(=O)c3ccccc32)o1
CHEMBL2208250,Cc1ccc2c(c1)/C(=C\c1ccc(CN3C(=O)C(=O)c4ccccc43)o1)C(=O)N2
CHEMBL2208251,O=C1Nc2ccc([N+](=O)[O-])cc2/C1=C\c1ccc(CN2C(=O)C(=O)c3ccccc32)o1
CHEMBL2208252,O=C1Nc2ccc(Cl)cc2/C1=C\c1ccc(CN2C(=O)C(=O)c3ccccc32)o1
CHEMBL2208253,Cc1ccc2c(c1)C(=O)C(=O)N2Cc1ccc(/C=C2/C(=O)Nc3ccccc32)o1
CHEMBL2208254,Cc1ccc2c(c1)C(=O)C(=O)N2Cc1ccc(/C=C2/C(=O)Nc3ccc(Br)cc32)o1
CHEMBL2208255,Cc1ccc2c(c1)C(=O)C(=O)N2Cc1ccc(/C=C2/C(=O)Nc3ccc(C)cc32)o1
CHEMBL2208256,Cc1ccc2c(c1)C(=O)C(=O)N2Cc1ccc(/C=C2/C(=O)Nc3ccc(Cl)cc32)o1
CHEMBL2208257,O=C1Nc2ccccc2/C1=C\c1ccc(CN2C(=O)C(=O)c3cc(Cl)ccc32)o1
CHEMBL2208258,Cc1ccc2c(c1)/C(=C\c1ccc(CN3C(=O)C(=O)c4cc(Cl)ccc43)o1)C(=O)N2
CHEMBL2208259,O=C1Nc2ccc(Cl)cc2/C1=C\c1ccc(CN2C(=O)C(=O)c3cc(Cl)ccc32)o1
CHEMBL2216806,O=C(O)CN1C(=O)/C(=C/c2ccc(-c3ccc(OCc4ccccc4)cc3)cc2)SC1=S
CHEMBL2259730,COc1ccc(C2=NOC(n3ccnc3)C2)c(OC)c1
CHEMBL2259731,COC(=O)C1C(c2ccc(OC)cc2OC)=NOC1c1ccccc1
CHEMBL2259735,CC(=O)Oc1ccc(C2=NOC(c3ccccc3)C2)c(OC(C)=O)c1
CHEMBL2259737,COc1c(C2=NOC(c3ccccc3)C2)ccc2c1C=CC(C)(C)O2
CHEMBL2259738,COc1ccc(C2CC(c3ccc4c(c3OC)C=CC(C)(C)O4)=NO2)cc1
CHEMBL2259739,COc1c(C2=NOC(c3ccccn3)C2)ccc2c1C=CC(C)(C)O2
CHEMBL2259740,COc1ccc(C2=NOC(c3ccccc3)C2)c(OC)c1
CHEMBL2259741,COc1ccc(C2CC(c3ccc(OC)cc3OC)=NO2)cc1
CHEMBL2259742,COc1ccc(C2=NOC(c3ccccn3)C2)c(OC)c1
CHEMBL2259743,COc1ccc(C2=NOC(c3ccncc3)C2)c(OC)c1
CHEMBL2262826,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](Cc6ccccc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1
CHEMBL2262827,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](Cc6ccccc6C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1
CHEMBL2262828,CC1(C)CC[C@]2(CCCCC(=O)NC(Cc3ccccc3)C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OCc6ccc(C(=O)O)cc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1
CHEMBL2262829,COc1ccc(CC(NC(=O)C[C@]23CCC(C)(C)C[C@H]2C2=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]2(C)CC3)C(=O)O)cc1OC
CHEMBL2262830,COc1cc(CC(NC(=O)C[C@]23CCC(C)(C)C[C@H]2C2=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]2(C)CC3)C(=O)O)cc(OC)c1
CHEMBL2262831,Cc1ccccc1CC(NC(=O)C[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(=O)O
CHEMBL2262832,Cc1ccc(CC(NC(=O)C[C@]23CCC(C)(C)C[C@H]2C2=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]2(C)CC3)C(=O)O)cc1
CHEMBL2262833,COc1ccccc1CC(NC(=O)C[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(=O)O
CHEMBL2262834,COc1cccc(CC(NC(=O)C[C@]23CCC(C)(C)C[C@H]2C2=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]2(C)CC3)C(=O)O)c1
CHEMBL2262835,COc1ccc(CC(NC(=O)C[C@]23CCC(C)(C)C[C@H]2C2=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]2(C)CC3)C(=O)O)cc1
CHEMBL2262836,CC1(C)CC[C@]2(CC(=O)NC(Cc3ccc4c(c3)OCO4)C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1
CHEMBL2262837,COc1cccc(CC(NC(=O)C[C@]23CCC(C)(C)C[C@H]2C2=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]2(C)CC3)C(=O)O)c1OC
CHEMBL2262838,CC1(C)CC[C@]2(C(=O)OCCCCCCCCCCCCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1
CHEMBL2263107,CC1(C)CC[C@]2(CC(=O)NC(Cc3ccccc3)C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1
CHEMBL2263108,CC1(C)CC[C@]2(CC(=O)NC(Cc3cnc[nH]3)C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1
CHEMBL2263109,CC1(C)CC[C@]2(CC(=O)NC(CC3=CCc4ccccc43)C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1
CHEMBL2263110,CSCCC(NC(=O)C[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(=O)O
CHEMBL2263111,CC1(C)CC[C@]2(CC(=O)NC(Cc3ccccc3Cl)C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1
CHEMBL2263112,CC1(C)CC[C@]2(CC(=O)NC(Cc3cccc(Cl)c3)C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1
CHEMBL2263113,CC1(C)CC[C@]2(CC(=O)NC(Cc3ccc(Cl)cc3)C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1
CHEMBL2263114,CC1(C)CC[C@]2(CC(=O)NC(Cc3ccc(F)cc3)C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1
CHEMBL2263115,CC1(C)CC[C@]2(CC(=O)NC(Cc3ccc([N+](=O)[O-])cc3)C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1
CHEMBL2263116,CC1(C)CC[C@]2(C(=O)OCCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1
CHEMBL2263117,CC1(C)CC[C@]2(C(=O)OCCCCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1
CHEMBL2263118,CC1(C)CC[C@]2(C(=O)OCCCCCCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1
CHEMBL2263119,CC1(C)CC[C@]2(C(=O)OCCCCCCCCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1
CHEMBL2263120,CC1(C)CC[C@]2(C(=O)OCCCCCCCCCCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1
CHEMBL2263121,CC1(C)CC[C@]2(C(=O)NC(Cc3ccccc3)C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1
CHEMBL2263122,CC1(C)CC[C@]2(C(=O)NC(CCC(=O)O)C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1
CHEMBL2296750,CCCCCNC(=O)[C@H](Cc1ccc(C2=CS(=O)(=O)NC2=O)cc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)Cc1ccc(OC)cc1
CHEMBL2296751,CCCCCNC(=O)[C@H](Cc1ccc(N2CC(=O)NS2(=O)=O)cc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)Cc1ccc(OC)cc1
CHEMBL2296752,CCCCCNC(=O)[C@H](Cc1ccc([C@H]2CC(=O)NS2(=O)=O)cc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)Cc1ccc(OC)cc1
CHEMBL2296753,CCCCCNC(=O)[C@H](Cc1ccc(C2=CC(=O)NS2(=O)=O)cc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)Cc1ccc(OC)cc1
CHEMBL2297004,CC(C)(C)OC(=O)N[C@@H](Cc1ccc(C2CC(=O)NS2(=O)=O)cc1)C(N)=O
CHEMBL2297005,CC(=O)N[C@@H](Cc1ccc(C2CC(=O)NS2(=O)=O)cc1)C(N)=O
CHEMBL2297006,NC(=O)[C@@H](N)Cc1ccc(C2CC(=O)NS2(=O)=O)cc1
CHEMBL2297007,NC(=O)[C@H](Cc1ccc(C2CC(=O)NS2(=O)=O)cc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)CCc1ccccc1
CHEMBL2297008,NC(=O)[C@H](Cc1ccc(C2CC(=O)NS2(=O)=O)cc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)Cc1ccc(C(F)(F)F)cc1
CHEMBL2297009,COc1ccc(CC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccc(C3CC(=O)NS3(=O)=O)cc2)C(N)=O)cc1
